attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir	categorical			NA	value is missing
Site	Sampling site within each reservoir	categorical			NA	value is missing
DateTime	"Date and time of sampling. All data were collected in the eastern time zone of the U.S.A., with daylight savings time observed"	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
Depth_m	Depth of sample collection (from surface)	numeric	meter		NA	value is missing
TLi_mgL	Total lithium concentration	numeric	milligramsPerLiter		NA	value is missing
SLi_mgL	Soluble lithium concentration	numeric	milligramsPerLiter		NA	value is missing
TNa_mgL	Total sodium concentration	numeric	milligramsPerLiter		NA	value is missing
SNa_mgL	Soluble sodium concentration	numeric	milligramsPerLiter		NA	value is missing
TMg_mgL	Total magnesium concentration	numeric	milligramsPerLiter		NA	value is missing
SMg_mgL	Soluble magnesium concentration	numeric	milligramsPerLiter		NA	value is missing
TAl_mgL	Total aluminum concentration	numeric	milligramsPerLiter		NA	value is missing
SAl_mgL	Soluble aluminum concentration	numeric	milligramsPerLiter		NA	value is missing
TSi_mgL	Total silicon concentration	numeric	milligramsPerLiter		NA	value is missing
SSi_mgL	Soluble silicon concentration	numeric	milligramsPerLiter		NA	value is missing
TK_mgL	Total potassium concentration	numeric	milligramsPerLiter		NA	value is missing
SK_mgL	Soluble potassium concentration	numeric	milligramsPerLiter		NA	value is missing
TCa_mgL	Total calcium concentration	numeric	milligramsPerLiter		NA	value is missing
SCa_mgL	Soluble calcium concentration	numeric	milligramsPerLiter		NA	value is missing
TFe_mgL	Total iron concentration	numeric	milligramsPerLiter		NA	value is missing
SFe_mgL	Soluble iron concentration	numeric	milligramsPerLiter		NA	value is missing
TMn_mgL	Total manganese concentration	numeric	milligramsPerLiter		NA	value is missing
SMn_mgL	Soluble manganese concentration	numeric	milligramsPerLiter		NA	value is missing
TCu_mgL	Total copper concentration	numeric	milligramsPerLiter		NA	value is missing
SCu_mgL	Soluble copper concentration	numeric	milligramsPerLiter		NA	value is missing
TSr_mgL	Total strontium concentration	numeric	milligramsPerLiter		NA	value is missing
SSr_mgL	Soluble strontium concentration	numeric	milligramsPerLiter		NA	value is missing
TBa_mgL	Total barium concentration	numeric	milligramsPerLiter		NA	value is missing
SBa_mgL	Soluble barium concentration	numeric	milligramsPerLiter		NA	value is missing
Flag_DateTime	Data flag for DateTime	categorical			NA	value is missing
Flag_TLi_mgL	Data flag for total lithium (TLi)	categorical			NA	value is missing
Flag_SLi_mgL	Data flag for soluble lithium (SLi)	categorical			NA	value is missing
Flag_TNa_mgL	Data flag for total sodium (TNa)	categorical			NA	value is missing
Flag_SNa_mgL	Data flag for soluble sodium (SNa)	categorical			NA	value is missing
Flag_TMg_mgL	Data flag for total magnesium (TMg)	categorical			NA	value is missing
Flag_SMg_mgL	Data flag for soluble magnesium (SMg)	categorical			NA	value is missing
Flag_TAl_mgL	Data flag for total aluminum (TAl)	categorical			NA	value is missing
Flag_SAl_mgL	Data flag for soluble aluminum (SAl)	categorical			NA	value is missing
Flag_TSi_mgL	Data flag for total silicon (TSi)	categorical			NA	value is missing
Flag_SSi_mgL	Data flag for soluble silicon (SSi)	categorical			NA	value is missing
Flag_TK_mgL	Data flag for total potassium (TK)	categorical			NA	value is missing
Flag_SK_mgL	Data flag for soluble potassium (SK)	categorical			NA	value is missing
Flag_TCa_mgL	Data flag for total calcium (TCa)	categorical			NA	value is missing
Flag_SCa_mgL	Data flag for soluble calcium (SCa)	categorical			NA	value is missing
Flag_TFe_mgL	Data flag for total iron (TFe)	categorical			NA	value is missing
Flag_SFe_mgL	Data flag for soluble iron (SFe)	categorical			NA	value is missing
Flag_TMn_mgL	Data flag for total manganese (TMn)	categorical			NA	value is missing
Flag_SMn_mgL	Data flag for soluble manganese (SMn)	categorical			NA	value is missing
Flag_TCu_mgL	Data flag for total copper (TCu)	categorical			NA	value is missing
Flag_SCu_mgL	Data flag for soluble copper (SCu)	categorical			NA	value is missing
Flag_TSr_mgL	Data flag for total strontium (TSr)	categorical			NA	value is missing
Flag_SSr_mgL	Data flag for soluble strontium (SSr)	categorical			NA	value is missing
Flag_TBa_mgL	Data flag for total barium (TBa)	categorical			NA	value is missing
Flag_SBa_mgL	Data flag for soluble barium (SBa)	categorical			NA	value is missing
