attributeName	code	definition
Flag_DateTime	0	no issues
Flag_SAl_mgL	0	no issues
Flag_SBa_mgL	0	no issues
Flag_SCa_mgL	0	no issues
Flag_SCu_mgL	0	no issues
Flag_SFe_mgL	0	no issues
Flag_SK_mgL	0	no issues
Flag_SLi_mgL	0	no issues
Flag_SMg_mgL	0	no issues
Flag_SMn_mgL	0	no issues
Flag_SNa_mgL	0	no issues
Flag_SSi_mgL	0	no issues
Flag_SSr_mgL	0	no issues
Flag_TAl_mgL	0	no issues
Flag_TBa_mgL	0	no issues
Flag_TCa_mgL	0	no issues
Flag_TCu_mgL	0	no issues
Flag_TFe_mgL	0	no issues
Flag_TK_mgL	0	no issues
Flag_TLi_mgL	0	no issues
Flag_TMg_mgL	0	no issues
Flag_TMn_mgL	0	no issues
Flag_TNa_mgL	0	no issues
Flag_TSi_mgL	0	no issues
Flag_TSr_mgL	0	no issues
Flag_DateTime	1	DateTime set to 12:00 because no sampling time was recorded
Flag_SAl_mgL	1	sample not taken
Flag_SBa_mgL	1	sample not taken
Flag_SCa_mgL	1	sample not taken
Flag_SCu_mgL	1	sample not taken
Flag_SFe_mgL	1	sample not taken
Flag_SK_mgL	1	sample not taken
Flag_SLi_mgL	1	sample not taken
Flag_SMg_mgL	1	sample not taken
Flag_SMn_mgL	1	sample not taken
Flag_SNa_mgL	1	sample not taken
Flag_SSi_mgL	1	sample not taken
Flag_SSr_mgL	1	sample not taken
Flag_TAl_mgL	1	sample not taken
Flag_TBa_mgL	1	sample not taken
Flag_TCa_mgL	1	sample not taken
Flag_TCu_mgL	1	sample not taken
Flag_TFe_mgL	1	sample not taken
Flag_TK_mgL	1	sample not taken
Flag_TLi_mgL	1	sample not taken
Flag_TMg_mgL	1	sample not taken
Flag_TMn_mgL	1	sample not taken
Flag_TNa_mgL	1	sample not taken
Flag_TSi_mgL	1	sample not taken
Flag_TSr_mgL	1	sample not taken
Flag_SAl_mgL	3	sample below MRL and set to MRL
Flag_SCu_mgL	3	sample below MRL and set to MRL
Flag_SFe_mgL	3	sample below MRL and set to MRL
Flag_SLi_mgL	3	sample below MRL and set to MRL
Flag_SMn_mgL	3	sample below MRL and set to MRL
