attributeName	code	definition
Flag_EXO_battery_V	0	no flag
Flag_EXO_cablepower_V	0	no flag
Flag_EXO_depth_m	0	no flag
Flag_EXO_pressure_psi	0	no flag
Flag_EXO_wiper_V	0	no flag
Flag_EXOBGAPC_RFU_1	0	no flag
Flag_EXOBGAPC_ugL_1	0	no flag
Flag_EXOChla_RFU_1	0	no flag
Flag_EXOChla_ugL_1	0	no flag
Flag_EXOCond_uScm_1	0	no flag
Flag_EXODO_mgL_1	0	no flag
Flag_EXODOsat_percent_1	0	no flag
Flag_EXOfDOM_QSU_1	0	no flag
Flag_EXOfDOM_RFU_1	0	no flag
Flag_EXOSpCond_uScm_1	0	no flag
Flag_EXOTDS_mgL_1	0	no flag
Flag_EXOTemp_C_1	0	no flag
Flag_EXOTurbidity_FNU_1	0	no flag
Flag_Lvl_psi_9	0	no flag
Flag_LvlTemp_C_9	0	no flag
Flag_RDO_mgL_5	0	no flag
Flag_RDO_mgL_9	0	no flag
Flag_RDOsat_percent_5	0	no flag
Flag_RDOsat_percent_9	0	no flag
Flag_RDOTemp_C_5	0	no flag
Flag_RDOTemp_C_9	0	no flag
Flag_ThermistorTemp_C_1	0	no flag
Flag_ThermistorTemp_C_2	0	no flag
Flag_ThermistorTemp_C_3	0	no flag
Flag_ThermistorTemp_C_4	0	no flag
Flag_ThermistorTemp_C_5	0	no flag
Flag_ThermistorTemp_C_6	0	no flag
Flag_ThermistorTemp_C_7	0	no flag
Flag_ThermistorTemp_C_8	0	no flag
Flag_ThermistorTemp_C_9	0	no flag
Flag_ThermistorTemp_C_surface	0	no flag
Flag_EXO_battery_V	1	value removed due to maintenance and set to NA
Flag_EXO_cablepower_V	1	value removed due to maintenance and set to NA
Flag_EXO_depth_m	1	value removed due to maintenance and set to NA
Flag_EXO_pressure_psi	1	value removed due to maintenance and set to NA
Flag_EXO_wiper_V	1	value removed due to maintenance and set to NA
Flag_EXOBGAPC_RFU_1	1	value removed due to maintenance and set to NA
Flag_EXOBGAPC_ugL_1	1	value removed due to maintenance and set to NA
Flag_EXOChla_RFU_1	1	value removed due to maintenance and set to NA
Flag_EXOChla_ugL_1	1	value removed due to maintenance and set to NA
Flag_EXOCond_uScm_1	1	value removed due to maintenance and set to NA
Flag_EXODO_mgL_1	1	value removed due to maintenance and set to NA
Flag_EXODOsat_percent_1	1	value removed due to maintenance and set to NA
Flag_EXOfDOM_QSU_1	1	value removed due to maintenance and set to NA
Flag_EXOfDOM_RFU_1	1	value removed due to maintenance and set to NA
Flag_EXOSpCond_uScm_1	1	value removed due to maintenance and set to NA
Flag_EXOTDS_mgL_1	1	value removed due to maintenance and set to NA
Flag_EXOTemp_C_1	1	value removed due to maintenance and set to NA
Flag_EXOTurbidity_FNU_1	1	value removed due to maintenance and set to NA
Flag_Lvl_psi_9	1	value removed due to maintenance and set to NA
Flag_LvlTemp_C_9	1	value removed due to maintenance and set to NA
Flag_RDO_mgL_5	1	value removed due to maintenance and set to NA
Flag_RDO_mgL_9	1	value removed due to maintenance and set to NA
Flag_RDOsat_percent_5	1	value removed due to maintenance and set to NA
Flag_RDOsat_percent_9	1	value removed due to maintenance and set to NA
Flag_RDOTemp_C_5	1	value removed due to maintenance and set to NA
Flag_RDOTemp_C_9	1	value removed due to maintenance and set to NA
