attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir	categorical			NA	value is missing
Site	Sampling site at each reservoir	numeric	dimensionless		NA	value is missing
DateTime	"Date and time of sampling. All data were collected in the eastern time zone of the U.S.A., with daylight savings time observed"	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
Depth_m	Depth at which sample was taken	numeric	meter		NA	value is missing
Temp_C	Water temperature	numeric	celsius		NA	value is missing
DO_mgL	Dissolved oxygen (DO) concentration	numeric	milligramsPerLiter		NA	value is missing
DOsat_percent	Dissolved oxygen (DO) percent saturation	numeric	percent		NA	value is missing
Cond_uScm	Conductivity	numeric	microSiemenPerCentimeter		NA	value is missing
SpCond_uScm	Specific conductivity	numeric	microSiemenPerCentimeter		NA	value is missing
PAR_umolm2s	Photosynthetically active radiation	numeric	micromolePerMeterSquaredPerSecond		NA	value is missing
ORP_mV	Oxidation-reduction potential	numeric	millivolt		NA	value is missing
pH	Water pH	numeric	dimensionless		NA	value is missing
Flag_DateTime	"Data flag for datetime; 0=Time recorded, 1= No time recorded, generalized to noon"	numeric	dimensionless		NA	value is missing
Flag_Temp_C	"Data flag for temperature; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection"	numeric	dimensionless		NA	value is missing
Flag_DO_mgL	"Data flag for dissolved oxygen (DO) concentration; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_DOsat_percent	"Data flag for dissolved oxygen (DO) percent saturation; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_Cond_uScm	"Data flag for conductivity; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_SpCond_uScm	"Data flag for specific conductivity; 0=Not suspect, 1=Sample not taken, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_PAR_umolm2s	"Data flag for photosynthetically active radiation (PAR); 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_ORP_mV	"Data flag for ORP; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
Flag_pH	"Data flag for pH; 0=Not suspect, 1=Sample not taken, 2=Instrument malfunction, 3=Sample below detection, 4=Negative value set to 0"	numeric	dimensionless		NA	value is missing
