attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir	categorical			NA	value is missing
Site	50=Deep hole or site nearest to dam in each reservoir, 100=Inflow stream of Falling Creek Reservoir (37.30858,-79.83494), 200 = Secondary inflow (wetland) stream to Falling Creek Reservoir (37.30943,-79.83619), 40 = Pelagic site in Beaverdam Reservoir at the location of the upstream pipe outflow leading to Falling Creek Reservoir (37.314783,-79.820864), 301 = Sawmill Branch inflow upstream of reservoir at Carvins Cove Reservoir (37.4169, -79.9771), 501 = Catawaba Creek Tunnel inflow at tunnel emergence at Carvin's Cove Reservoir (37.4082, -79.9897), 400 = Tinker Creek Tunnel inflow at Carvins Cove Reservoir (37.3990, -79.9485), 200 = Carvins Cove Stream at Carvins Cove Reservoir (37.3958, -79.9937) 	numeric	dimensionless		NA	value is missing
DateTime	Date and time of sampling. All data were collected in the eastern time zone of the U.S.A., with daylight savings time observed	Date		YYYY-MM-DD HH:MM:SS	NA	value is missing
Depth_m	Depth of sample collection (from surface)	numeric	meter		NA	value is missing
TFe_mgL	total iron concentration	numeric	milligramsPerLiter		NA	value is missing
TMn_mgL	total manganese concentration	numeric	milligramsPerLiter		NA	value is missing
SFe_mgL	soluble iron concentration	numeric	milligramsPerLiter		NA	value is missing
SMn_mgL	soluble manganese concentration	numeric	milligramsPerLiter		NA	value is missing
Flag_DateTime	Data flag for DateTime; 1 = DateTime set to 12:00 because no sampling time was recorded	numeric	dimensionless		NA	value is missing
Flag_TFe_mgL	Data flag for total iron (TFe); 1 = sample not taken, 2 = instrument malfunction, 3 = sample below detection, 4 = negative value set to zero, 6 = non-standard method, 7 = sample run multiple times and values averaged, 8 = abnormally high or low concentration	numeric	dimensionless		NA	value is missing
Flag_TMn_mgL	Data flag for total manganese (TMn); 1 = sample not taken, 2 = instrument malfunction, 3 = sample below detection, 4 = negative value set to zero, 6 = non-standard method, 7 = sample run multiple times and values averaged, 8 = abnormally high or low concentration	numeric	dimensionless		NA	value is missing
Flag_SFe_mgL	Data flag for solube iron (SFe); 1 = sample not taken, 2 = instrument malfunction, 3 = sample below detection, 4 = negative value set to zero, 6 = non-standard method, 7 = sample run multiple times and values averaged, 8 = abnormally high or low concentration	numeric	dimensionless		NA	value is missing
Flag_SMn_mgL	Data flag for soluble manganese (SMn); 1 = sample not taken, 2 = instrument malfunction, 3 = sample below detection, 4 = negative value set to zero, 6 = non-standard method, 7 = sample run multiple times and values averaged, 8 = abnormally high or low concentration	numeric	dimensionless		NA	value is missing
