attributeName	code	definition
Flag_Chla_ugL	0	Value acceptable. No flag
Flag_Chla_ugL	1	Sample below detection
Flag_Chla_ugL	2	Sample not taken
Flag_Chla_ugL	3	Duplicate check failed
Flag_Chla_ugL	4	Pigment in extract below detection (<34 ug/L)
Flag_Chla_ugL	5	Duplicate values were averaged
Flag_Pheo_ugL	0	Value acceptable. No flag
Flag_Pheo_ugL	1	Sample below detection
Flag_Pheo_ugL	2	Sample not taken
Flag_Pheo_ugL	3	Duplicate check failed
Flag_Pheo_ugL	4	Pigment in extract below detection (<34 ug/L)
Flag_Pheo_ugL	45	Pigment in extract below detection (<34 ug/L) and duplicate values were averaged
Flag_Pheo_ugL	5	Duplicate values were averaged
