
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),12-Jul-13 16:45,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),12-Jul-13 16:45,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/Session information
SensorSN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.501"
Session Name,FCR_DO_1m_041816,,Exported,"Aqua4Plus 1.9.501"
# Records,  4973 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,16.062500,15.033589,11.863584,9.110000,15.529999,
,Maximum,26.500000,15.387131,13.950144,12.629999,25.489998,
,Mean,19.884790,15.257043,13.337314,9.935835,19.138810,
,Variance,7.6472098,0.0048519,0.1899770,0.2104487,6.4853681,
,Std Deviation,2.7653589,0.0696557,0.4358635,0.4587469,2.5466386,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
1,18-Apr-16 14:30:00,17.687500,15.351893,12.668399,10.379999,16.599998
2,18-Apr-16 14:45:00,17.750000,15.345113,13.890528,10.289999,16.199999
3,18-Apr-16 15:00:00,18.000000,15.345370,13.890528,10.359999,15.869999
4,18-Apr-16 15:15:00,18.125000,15.344913,13.890528,10.389999,15.730000
5,18-Apr-16 15:30:00,18.312500,15.344204,13.890528,10.410000,15.889999
6,18-Apr-16 15:45:00,18.500000,15.337389,13.890528,10.379999,16.139999
7,18-Apr-16 16:00:00,18.562500,15.329018,13.890528,10.359999,16.389999
8,18-Apr-16 16:15:00,18.500000,15.333467,13.920335,10.349998,16.500000
9,18-Apr-16 16:30:00,18.437500,15.330854,13.920335,10.190000,17.609999
10,18-Apr-16 16:45:00,18.562500,15.330347,13.920335,10.299999,16.219999
11,18-Apr-16 17:00:00,18.687500,15.325487,13.890528,10.330000,16.480000
12,18-Apr-16 17:15:00,18.625000,15.324360,13.890528,10.369999,16.269999
13,18-Apr-16 17:30:00,18.562500,15.321274,13.920335,10.359999,16.230000
14,18-Apr-16 17:45:00,18.625000,15.317200,13.920335,10.359999,16.309999
15,18-Apr-16 18:00:00,18.500000,15.322959,13.920335,10.359999,16.179998
16,18-Apr-16 18:15:00,18.437500,15.317963,13.324175,10.419998,16.209999
17,18-Apr-16 18:30:00,18.437500,15.311229,13.383791,10.400000,16.330000
18,18-Apr-16 18:45:00,18.375000,15.317687,13.294368,10.349998,16.459999
19,18-Apr-16 19:00:00,18.312500,15.318152,13.145327,10.349998,16.349998
20,18-Apr-16 19:15:00,18.250000,15.319310,13.145327,10.389999,15.959999
21,18-Apr-16 19:30:00,18.312500,15.321180,13.085711,10.389999,15.719999
22,18-Apr-16 19:45:00,18.250000,15.320955,13.115520,10.379999,15.709999
23,18-Apr-16 20:00:00,18.250000,15.328913,12.996287,10.379999,15.689999
24,18-Apr-16 20:15:00,18.187500,15.330386,13.085711,10.379999,15.679998
25,18-Apr-16 20:30:00,18.187500,15.336753,12.996287,10.339998,15.639999
26,18-Apr-16 20:45:00,18.187500,15.331076,13.085711,10.369999,15.730000
27,18-Apr-16 21:00:00,18.125000,15.337007,12.578976,10.369999,15.549999
28,18-Apr-16 21:15:00,18.062500,15.336570,13.055903,10.379999,15.619999
29,18-Apr-16 21:30:00,18.000000,15.339001,13.085711,10.349998,15.689999
30,18-Apr-16 21:45:00,18.000000,15.332583,13.026095,10.289999,15.750000
31,18-Apr-16 22:00:00,17.812500,15.333771,13.055903,10.209999,16.379999
32,18-Apr-16 22:15:00,17.687500,15.335816,12.996287,10.190000,17.029999
33,18-Apr-16 22:30:00,17.500000,15.332439,13.055903,10.200000,16.980000
34,18-Apr-16 22:45:00,17.312500,15.328900,12.906863,10.200000,16.859999
35,18-Apr-16 23:00:00,17.250000,15.327404,13.055903,10.240000,16.809999
36,18-Apr-16 23:15:00,17.187500,15.328825,13.085711,10.200000,16.830000
37,18-Apr-16 23:30:00,17.125000,15.328971,13.026095,10.190000,16.779999
38,18-Apr-16 23:45:00,17.125000,15.326319,13.055903,10.190000,16.759998
39,19-Apr-16 00:00:00,17.062500,15.325190,13.026095,10.190000,16.730000
40,19-Apr-16 00:15:00,17.000000,15.325500,13.055903,10.179999,16.669998
41,19-Apr-16 00:30:00,16.937500,15.325009,12.966479,10.179999,16.580000
42,19-Apr-16 00:45:00,16.875000,15.325156,12.906863,10.200000,16.500000
43,19-Apr-16 01:00:00,16.875000,15.325635,12.906863,10.179999,16.480000
44,19-Apr-16 01:15:00,16.812500,15.326362,13.026095,10.209999,16.439999
45,19-Apr-16 01:30:00,16.750000,15.325292,12.966479,10.169999,16.410000
46,19-Apr-16 01:45:00,16.687500,15.323207,12.996287,10.209999,16.349998
47,19-Apr-16 02:00:00,16.625000,15.320117,13.026095,10.169999,16.320000
48,19-Apr-16 02:15:00,16.625000,15.320382,12.966479,10.190000,16.279999
49,19-Apr-16 02:30:00,16.625000,15.319903,13.026095,10.200000,16.259998
50,19-Apr-16 02:45:00,16.500000,15.316696,12.966479,10.169999,16.230000
51,19-Apr-16 03:00:00,16.500000,15.319298,12.996287,10.160000,16.219999
52,19-Apr-16 03:15:00,16.500000,15.319402,12.906863,10.200000,16.209999
53,19-Apr-16 03:30:00,16.500000,15.319298,12.966479,10.179999,16.169998
54,19-Apr-16 03:45:00,16.437500,15.318595,12.966479,10.169999,16.099998
55,19-Apr-16 04:00:00,16.375000,15.317891,12.966479,10.179999,16.039999
56,19-Apr-16 04:15:00,16.375000,15.318261,12.996287,10.179999,16.019999
57,19-Apr-16 04:30:00,16.312500,15.318567,12.936671,10.179999,16.009998
58,19-Apr-16 04:45:00,16.250000,15.318502,12.966479,10.160000,15.990000
59,19-Apr-16 05:00:00,16.250000,15.315210,12.906863,10.169999,16.000000
60,19-Apr-16 05:15:00,16.250000,15.319562,12.936671,10.190000,15.969999
61,19-Apr-16 05:30:00,16.250000,15.320679,12.251087,10.150000,15.939999
62,19-Apr-16 05:45:00,16.250000,15.322111,12.936671,10.200000,15.929998
63,19-Apr-16 06:00:00,16.250000,15.324978,12.936671,10.200000,15.879999
64,19-Apr-16 06:15:00,16.187500,15.324116,12.906863,10.169999,15.859999
65,19-Apr-16 06:30:00,16.125000,15.321661,12.936671,10.160000,15.839998
66,19-Apr-16 06:45:00,16.125000,15.321819,12.877055,10.160000,15.809999
67,19-Apr-16 07:00:00,16.125000,15.324367,12.936671,10.169999,15.779999
68,19-Apr-16 07:15:00,16.062500,15.323771,12.817439,10.169999,15.769999
69,19-Apr-16 07:30:00,16.125000,15.326329,12.966479,10.160000,15.740000
70,19-Apr-16 07:45:00,16.062500,15.328122,12.966479,10.150000,15.719999
71,19-Apr-16 08:00:00,16.062500,15.327538,13.115520,10.179999,15.709999
72,19-Apr-16 08:15:00,16.062500,15.323612,13.145327,10.160000,15.689999
73,19-Apr-16 08:30:00,16.062500,15.326851,13.294368,10.179999,15.730000
74,19-Apr-16 08:45:00,16.125000,15.323994,13.383791,10.190000,15.730000
75,19-Apr-16 09:00:00,16.125000,15.325058,13.383791,10.179999,15.740000
76,19-Apr-16 09:15:00,16.250000,15.323386,13.503023,10.200000,15.730000
77,19-Apr-16 09:30:00,16.250000,15.321528,13.622255,10.179999,15.730000
78,19-Apr-16 09:45:00,16.250000,15.321475,13.741487,10.209999,15.750000
79,19-Apr-16 10:00:00,16.250000,15.320199,13.711679,10.169999,15.789999
80,19-Apr-16 10:15:00,16.312500,15.324141,13.830912,10.120000,15.919998
81,19-Apr-16 10:30:00,16.375000,15.318897,13.890528,10.160000,16.019999
82,19-Apr-16 10:45:00,16.500000,15.319825,13.890528,10.169999,16.070000
83,19-Apr-16 11:00:00,16.562500,15.321115,13.860719,10.110000,16.199999
84,19-Apr-16 11:15:00,16.687500,15.313338,13.890528,10.139999,16.299999
85,19-Apr-16 11:30:00,16.750000,15.306664,13.890528,10.120000,16.429998
86,19-Apr-16 11:45:00,16.812500,15.307576,13.890528,10.139999,16.439999
87,19-Apr-16 12:00:00,16.812500,15.313840,13.890528,10.120000,16.459999
88,19-Apr-16 12:15:00,16.875000,15.308706,13.681871,10.120000,16.490000
89,19-Apr-16 12:30:00,16.937500,15.299482,13.890528,10.110000,16.529999
90,19-Apr-16 12:45:00,17.187500,15.301549,13.890528,10.110000,16.719999
91,19-Apr-16 13:00:00,17.312500,15.303324,13.890528,10.080000,16.759998
92,19-Apr-16 13:15:00,17.500000,15.297261,13.890528,10.099999,16.709999
93,19-Apr-16 13:30:00,17.625000,15.289326,13.890528,10.110000,16.730000
94,19-Apr-16 13:45:00,17.687500,15.290027,13.890528,10.120000,16.889999
95,19-Apr-16 14:00:00,17.812500,15.284532,13.920335,10.099999,17.259998
96,19-Apr-16 14:15:00,17.812500,15.285701,13.890528,10.070000,17.339998
97,19-Apr-16 14:30:00,17.937500,15.278454,13.771296,10.059999,17.429998
98,19-Apr-16 14:45:00,18.000000,15.273690,13.920335,10.059999,17.500000
99,19-Apr-16 15:00:00,18.125000,15.275785,13.920335,10.030000,17.539999
100,19-Apr-16 15:15:00,18.125000,15.279444,13.890528,10.030000,17.580000
101,19-Apr-16 15:30:00,18.187500,15.273938,13.890528,10.020000,17.629999
102,19-Apr-16 15:45:00,18.250000,15.273049,13.920335,10.089999,17.439999
103,19-Apr-16 16:00:00,18.375000,15.260550,13.890528,10.020000,17.839998
104,19-Apr-16 16:15:00,18.437500,15.256638,13.890528,10.000000,17.900000
105,19-Apr-16 16:30:00,18.437500,15.260565,13.920335,10.009999,17.969999
106,19-Apr-16 16:45:00,18.437500,15.265233,13.055903,10.009999,18.009998
107,19-Apr-16 17:00:00,18.500000,15.264818,13.920335,10.000000,18.119999
108,19-Apr-16 17:15:00,18.500000,15.257392,13.920335,10.030000,18.119999
109,19-Apr-16 17:30:00,18.500000,15.257762,13.920335,9.969999,18.099998
110,19-Apr-16 17:45:00,18.562500,15.253369,13.890528,9.969999,18.000000
111,19-Apr-16 18:00:00,18.437500,15.260829,13.920335,9.990000,18.019999
112,19-Apr-16 18:15:00,18.437500,15.258494,13.890528,9.980000,18.029999
113,19-Apr-16 18:30:00,18.562500,15.263556,13.383791,9.950000,17.990000
114,19-Apr-16 18:45:00,18.500000,15.263970,13.771296,9.990000,17.980000
115,19-Apr-16 19:00:00,18.312500,15.265422,13.264559,9.969999,17.929998
116,19-Apr-16 19:15:00,18.187500,15.260515,13.175136,9.990000,17.799999
117,19-Apr-16 19:30:00,18.250000,15.267159,13.145327,9.990000,17.619999
118,19-Apr-16 19:45:00,18.375000,15.274769,13.055903,10.040000,17.429998
119,19-Apr-16 20:00:00,18.312500,15.276246,13.115520,10.129999,17.299999
120,19-Apr-16 20:15:00,18.250000,15.279361,13.026095,10.099999,17.379999
121,19-Apr-16 20:30:00,18.187500,15.283436,13.085711,10.120000,17.289999
122,19-Apr-16 20:45:00,18.125000,15.282734,12.966479,10.120000,17.269999
123,19-Apr-16 21:00:00,18.125000,15.285863,13.085711,10.089999,17.369999
124,19-Apr-16 21:15:00,18.062500,15.289406,12.966479,10.089999,17.339998
125,19-Apr-16 21:30:00,18.000000,15.291039,13.085711,10.000000,17.619999
126,19-Apr-16 21:45:00,18.000000,15.293639,13.085711,9.900000,17.650000
127,19-Apr-16 22:00:00,17.937500,15.294848,13.055903,9.969999,17.559999
128,19-Apr-16 22:15:00,17.875000,15.292236,13.085711,9.969999,17.449999
129,19-Apr-16 22:30:00,17.750000,15.296669,12.996287,9.959999,17.339998
130,19-Apr-16 22:45:00,17.625000,15.297230,13.085711,10.020000,17.279999
131,19-Apr-16 23:00:00,17.625000,15.300837,12.996287,10.009999,17.250000
132,19-Apr-16 23:15:00,17.687500,15.302758,13.055903,10.000000,17.309999
