"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"08/22/17 00:00:17","23.187","13.975","","","","","","","","","","","","",""
"08/22/17 00:00:14","","","14.812","26.379","10.760","6.020","15.060","","","","","","","",""
"08/22/17 00:00:07","","","","","","","","27.375","15.159","10.790","7.469","27.150","","",""
"08/22/17 00:00:00","","","","","","","","","","","","","22.177","10.509","10.281"
"08/21/17 23:45:17","23.375","13.977","","","","","","","","","","","","",""
"08/21/17 23:45:14","","","14.812","26.383","10.820","6.000","15.060","","","","","","","",""
"08/21/17 23:45:07","","","","","","","","27.437","15.160","10.790","7.440","27.180","","",""
"08/21/17 23:30:17","23.500","13.977","","","","","","","","","","","","",""
"08/21/17 23:30:14","","","14.812","26.385","10.820","5.929","15.060","","","","","","","",""
"08/21/17 23:30:07","","","","","","","","27.500","15.165","10.820","7.429","27.160","","",""
"08/21/17 23:15:17","23.562","13.978","","","","","","","","","","","","",""
"08/21/17 23:15:14","","","14.812","26.386","10.820","5.940","15.050","","","","","","","",""
"08/21/17 23:15:07","","","","","","","","27.500","15.172","10.820","7.440","27.150","","",""
"08/21/17 23:00:17","23.625","13.982","","","","","","","","","","","","",""
"08/21/17 23:00:14","","","14.875","26.389","10.790","6.000","15.050","","","","","","","",""
"08/21/17 23:00:07","","","","","","","","27.562","15.175","10.790","7.480","26.990","","",""
"08/21/17 23:00:00","","","","","","","","","","","","","22.774","10.518","10.325"
"08/21/17 22:45:17","23.750","13.984","","","","","","","","","","","","",""
"08/21/17 22:45:14","","","14.812","26.386","10.790","6.040","15.050","","","","","","","",""
"08/21/17 22:45:07","","","","","","","","27.625","15.177","10.820","7.410","26.900","","",""
"08/21/17 22:30:17","23.875","13.983","","","","","","","","","","","","",""
"08/21/17 22:30:14","","","14.875","26.387","10.820","6.040","15.060","","","","","","","",""
"08/21/17 22:30:07","","","","","","","","27.625","15.167","10.820","7.320","26.880","","",""
"08/21/17 22:15:17","24.125","13.984","","","","","","","","","","","","",""
"08/21/17 22:15:14","","","14.875","26.391","10.820","6.049","15.080","","","","","","","",""
"08/21/17 22:15:07","","","","","","","","27.687","15.170","10.820","7.509","26.860","","",""
"08/21/17 22:00:17","24.125","13.986","","","","","","","","","","","","",""
"08/21/17 22:00:14","","","15.750","26.388","10.760","6.110","15.130","","","","","","","",""
"08/21/17 22:00:07","","","","","","","","27.750","15.170","10.760","7.480","26.870","","",""
"08/21/17 22:00:00","","","","","","","","","","","","","23.348","10.491","10.281"
"08/21/17 21:45:17","24.312","13.982","","","","","","","","","","","","",""
"08/21/17 21:45:14","","","14.812","26.388","10.820","6.020","15.050","","","","","","","",""
"08/21/17 21:45:07","","","","","","","","27.812","15.167","10.820","7.540","26.890","","",""
"08/21/17 21:30:17","24.437","13.979","","","","","","","","","","","","",""
"08/21/17 21:30:14","","","14.812","26.384","10.820","6.009","15.050","","","","","","","",""
"08/21/17 21:30:07","","","","","","","","27.812","15.162","10.820","7.620","26.910","","",""
"08/21/17 21:15:17","24.687","13.977","","","","","","","","","","","","",""
"08/21/17 21:15:14","","","14.812","26.383","10.820","6.040","15.050","","","","","","","",""
"08/21/17 21:15:07","","","","","","","","27.875","15.162","10.820","7.549","26.950","","",""
"08/21/17 21:00:17","24.875","13.976","","","","","","","","","","","","",""
"08/21/17 21:00:14","","","14.812","26.385","10.820","6.049","15.050","","","","","","","",""
"08/21/17 21:00:07","","","","","","","","27.875","15.164","10.820","7.639","26.990","","",""
"08/21/17 21:00:00","","","","","","","","","","","","","24.207","10.544","10.343"
"08/21/17 20:45:17","25.250","13.976","","","","","","","","","","","","",""
"08/21/17 20:45:14","","","14.812","26.384","10.820","6.059","15.050","","","","","","","",""
"08/21/17 20:45:07","","","","","","","","27.937","15.172","10.850","7.650","26.970","","",""
"08/21/17 20:30:17","25.750","13.976","","","","","","","","","","","","",""
"08/21/17 20:30:14","","","14.812","26.378","10.820","6.049","15.040","","","","","","","",""
"08/21/17 20:30:07","","","","","","","","27.937","15.176","10.820","7.780","27.000","","",""
"08/21/17 20:15:17","26.187","13.973","","","","","","","","","","","","",""
"08/21/17 20:15:14","","","14.812","26.377","10.850","6.040","15.050","","","","","","","",""
"08/21/17 20:15:07","","","","","","","","28.000","15.177","10.820","7.820","26.990","","",""
"08/21/17 20:00:17","26.500","13.971","","","","","","","","","","","","",""
"08/21/17 20:00:14","","","14.812","26.368","10.820","6.030","15.060","","","","","","","",""
"08/21/17 20:00:07","","","","","","","","28.000","15.175","10.820","7.809","26.960","","",""
"08/21/17 20:00:00","","","","","","","","","","","","","26.430","10.465","10.903"
"08/21/17 19:45:17","26.875","13.969","","","","","","","","","","","","",""
"08/21/17 19:45:14","","","14.812","26.361","10.820","6.040","15.050","","","","","","","",""
"08/21/17 19:45:07","","","","","","","","28.000","15.156","10.850","7.770","26.940","","",""
"08/21/17 19:30:17","27.375","13.967","","","","","","","","","","","","",""
"08/21/17 19:30:14","","","14.812","26.368","10.850","6.049","15.060","","","","","","","",""
"08/21/17 19:30:07","","","","","","","","28.062","15.154","10.850","7.709","26.930","","",""
"08/21/17 19:15:17","27.812","13.965","","","","","","","","","","","","",""
"08/21/17 19:15:14","","","14.812","26.363","10.850","6.059","15.060","","","","","","","",""
"08/21/17 19:15:07","","","","","","","","28.125","15.152","10.850","7.730","26.880","","",""
"08/21/17 19:00:17","28.250","13.965","","","","","","","","","","","","",""
"08/21/17 19:00:14","","","14.812","26.361","10.820","6.059","15.060","","","","","","","",""
"08/21/17 19:00:07","","","","","","","","28.187","15.151","10.850","7.700","26.830","","",""
"08/21/17 19:00:00","","","","","","","","","","","","","28.547","10.588","11.585"
"08/21/17 18:45:17","28.875","13.965","","","","","","","","","","","","",""
"08/21/17 18:45:14","","","14.875","26.360","10.850","6.070","15.070","","","","","","","",""
"08/21/17 18:45:07","","","","","","","","28.187","15.148","10.850","7.770","26.790","","",""
"08/21/17 18:30:17","29.500","13.962","","","","","","","","","","","","",""
"08/21/17 18:30:14","","","14.875","26.357","10.850","6.080","15.060","","","","","","","",""
"08/21/17 18:30:07","","","","","","","","28.250","15.150","10.879","7.730","26.770","","",""
"08/21/17 18:15:17","29.937","13.962","","","","","","","","","","","","",""
"08/21/17 18:15:14","","","14.875","26.355","10.939","6.110","15.070","","","","","","","",""
"08/21/17 18:15:07","","","","","","","","28.312","15.148","10.939","7.740","26.760","","",""
"08/21/17 18:00:17","30.312","13.962","","","","","","","","","","","","",""
"08/21/17 18:00:14","","","14.812","26.355","10.879","6.110","15.070","","","","","","","",""
"08/21/17 18:00:07","","","","","","","","28.312","15.147","10.879","7.750","26.770","","",""
"08/21/17 18:00:00","","","","","","","","","","","","","31.461","10.614","11.638"
"08/21/17 17:45:17","30.750","13.963","","","","","","","","","","","","",""
"08/21/17 17:45:14","","","14.812","26.356","10.939","6.139","15.060","","","","","","","",""
"08/21/17 17:45:07","","","","","","","","28.375","15.158","10.939","7.839","26.790","","",""
"08/21/17 17:30:17","31.000","13.962","","","","","","","","","","","","",""
"08/21/17 17:30:14","","","14.875","26.360","11.178","6.190","15.080","","","","","","","",""
"08/21/17 17:30:07","","","","","","","","28.375","15.158","11.207","7.889","26.840","","",""
"08/21/17 17:15:17","31.437","13.964","","","","","","","","","","","","",""
"08/21/17 17:15:14","","","14.812","26.360","10.909","6.080","15.060","","","","","","","",""
"08/21/17 17:15:07","","","","","","","","28.312","15.159","10.909","7.950","26.880","","",""
"08/21/17 17:00:17","31.687","13.965","","","","","","","","","","","","",""
"08/21/17 17:00:14","","","14.875","26.356","11.088","6.099","15.050","","","","","","","",""
