"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"02/23/16 00:00:07","","","","","","","","4.125","15.382","12.817","12.860","3.620","","",""
"02/23/16 00:00:00","","","","","","","","","","","","","1.453","12.924","12.854"
"02/22/16 23:45:17","5.187","13.910","","","","","","","","","","","","",""
"02/22/16 23:45:14","","","4.500","26.457","12.489","9.209","3.910","","","","","","","",""
"02/22/16 23:45:07","","","","","","","","4.125","15.382","12.757","12.890","3.620","","",""
"02/22/16 23:30:17","5.187","13.906","","","","","","","","","","","","",""
"02/22/16 23:30:14","","","4.625","26.458","12.608","9.759","3.890","","","","","","","",""
"02/22/16 23:30:07","","","","","","","","4.125","15.380","12.847","12.880","3.620","","",""
"02/22/16 23:15:17","5.250","13.908","","","","","","","","","","","","",""
"02/22/16 23:15:14","","","4.500","26.461","12.668","9.809","3.890","","","","","","","",""
"02/22/16 23:15:07","","","","","","","","4.125","15.382","12.757","12.910","3.610","","",""
"02/22/16 23:00:17","5.250","13.909","","","","","","","","","","","","",""
"02/22/16 23:00:14","","","4.625","26.460","12.638","10.110","3.890","","","","","","","",""
"02/22/16 23:00:07","","","","","","","","4.125","15.380","12.847","12.880","3.580","","",""
"02/22/16 23:00:00","","","","","","","","","","","","","1.483","12.924","12.871"
"02/22/16 22:45:17","5.312","13.913","","","","","","","","","","","","",""
"02/22/16 22:45:14","","","4.562","26.464","12.519","11.160","3.850","","","","","","","",""
"02/22/16 22:45:07","","","","","","","","4.062","15.386","12.847","12.920","3.550","","",""
"02/22/16 22:30:17","5.375","13.917","","","","","","","","","","","","",""
"02/22/16 22:30:14","","","4.625","26.463","12.549","10.710","3.880","","","","","","","",""
"02/22/16 22:30:07","","","","","","","","4.062","15.388","12.847","12.900","3.540","","",""
"02/22/16 22:15:17","5.375","13.916","","","","","","","","","","","","",""
"02/22/16 22:15:14","","","4.687","26.464","12.698","10.130","3.890","","","","","","","",""
"02/22/16 22:15:07","","","","","","","","4.062","15.389","12.847","12.910","3.530","","",""
"02/22/16 22:00:17","5.375","13.914","","","","","","","","","","","","",""
"02/22/16 22:00:14","","","4.625","26.464","12.519","9.450","3.890","","","","","","","",""
