"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"03/24/16 00:00:07","","","","","","","","11.000","15.320","13.026","11.700","10.600","","",""
"03/24/16 00:00:00","","","","","","","","","","","","","8.333","13.143","13.090"
"03/23/16 23:45:17","11.187","13.902","","","","","","","","","","","","",""
"03/23/16 23:45:14","","","7.062","26.462","12.698","9.080","6.339","","","","","","","",""
"03/23/16 23:45:07","","","","","","","","11.000","15.326","12.966","11.690","10.620","","",""
"03/23/16 23:30:17","11.687","13.901","","","","","","","","","","","","",""
"03/23/16 23:30:14","","","7.062","26.462","12.787","9.110","6.339","","","","","","","",""
"03/23/16 23:30:07","","","","","","","","11.062","15.325","13.085","11.700","10.640","","",""
"03/23/16 23:15:17","12.375","13.903","","","","","","","","","","","","",""
"03/23/16 23:15:14","","","7.125","26.463","12.698","9.059","6.339","","","","","","","",""
"03/23/16 23:15:07","","","","","","","","11.062","15.323","13.026","11.710","10.650","","",""
"03/23/16 23:00:17","13.000","13.903","","","","","","","","","","","","",""
"03/23/16 23:00:14","","","6.937","26.462","12.668","9.089","6.339","","","","","","","",""
"03/23/16 23:00:07","","","","","","","","11.062","15.321","13.026","11.740","10.670","","",""
"03/23/16 23:00:00","","","","","","","","","","","","","10.776","13.160","13.152"
"03/23/16 22:45:17","13.812","13.903","","","","","","","","","","","","",""
"03/23/16 22:45:14","","","7.125","26.461","12.817","9.139","6.330","","","","","","","",""
"03/23/16 22:45:07","","","","","","","","11.125","15.321","13.055","11.740","10.680","","",""
"03/23/16 22:30:17","14.312","13.903","","","","","","","","","","","","",""
"03/23/16 22:30:14","","","6.937","26.464","12.787","9.179","6.339","","","","","","","",""
"03/23/16 22:30:07","","","","","","","","11.062","15.324","12.936","11.700","10.700","","",""
"03/23/16 22:15:17","14.000","13.902","","","","","","","","","","","","",""
"03/23/16 22:15:14","","","7.125","26.466","12.757","9.190","6.349","","","","","","","",""
"03/23/16 22:15:07","","","","","","","","11.125","15.321","13.085","11.730","10.690","","",""
"03/23/16 22:00:17","13.500","13.900","","","","","","","","","","","","",""
"03/23/16 22:00:14","","","7.000","26.464","12.728","9.259","6.349","","","","","","","",""
"03/23/16 22:00:07","","","","","","","","11.062","15.322","12.936","11.710","10.690","","",""
"03/23/16 22:00:00","","","","","","","","","","","","","11.488","13.038","13.011"
"03/23/16 21:45:17","14.125","13.899","","","","","","","","","","","","",""
"03/23/16 21:45:14","","","7.062","26.460","12.877","9.120","6.360","","","","","","","",""
"03/23/16 21:45:07","","","","","","","","11.000","15.319","13.085","11.730","10.540","","",""
"03/23/16 21:30:17","14.250","13.897","","","","","","","","","","","","",""
"03/23/16 21:30:14","","","7.062","26.458","12.728","9.080","6.379","","","","","","","",""
"03/23/16 21:30:07","","","","","","","","10.937","15.318","13.026","11.790","10.450","","",""
"03/23/16 21:15:17","14.437","13.894","","","","","","","","","","","","",""
"03/23/16 21:15:14","","","7.062","26.455","12.400","9.049","6.360","","","","","","","",""
"03/23/16 21:15:07","","","","","","","","11.000","15.317","13.115","11.810","10.460","","",""
"03/23/16 21:00:17","15.187","13.892","","","","","","","","","","","","",""
"03/23/16 21:00:14","","","7.187","26.450","12.698","9.070","6.370","","","","","","","",""
"03/23/16 21:00:07","","","","","","","","11.000","15.313","13.055","11.810","10.470","","",""
"03/23/16 21:00:00","","","","","","","","","","","","","13.485","13.152","13.117"
"03/23/16 20:45:17","15.750","13.890","","","","","","","","","","","","",""
"03/23/16 20:45:14","","","7.000","26.449","12.817","9.120","6.379","","","","","","","",""
"03/23/16 20:45:07","","","","","","","","11.000","15.309","13.145","11.790","10.430","","",""
"03/23/16 20:30:17","16.750","13.887","","","","","","","","","","","","",""
"03/23/16 20:30:14","","","7.125","26.449","12.698","9.219","6.379","","","","","","","",""
"03/23/16 20:30:07","","","","","","","","11.000","15.305","13.115","11.770","10.420","","",""
