"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"07/22/17 00:00:17","23.250","13.892","","","","","","","","","","","","",""
"07/22/17 00:00:14","","","13.687","26.224","10.790","7.589","13.900","","","","","","","",""
"07/22/17 00:00:07","","","","","","","","29.125","15.021","10.820","10.420","28.820","","",""
"07/22/17 00:00:00","","","","","","","","","","","","","22.465","10.561","10.369"
"07/21/17 23:45:17","23.437","13.893","","","","","","","","","","","","",""
"07/21/17 23:45:14","","","13.750","26.223","10.850","7.580","13.900","","","","","","","",""
"07/21/17 23:45:07","","","","","","","","29.250","15.017","10.850","10.580","28.870","","",""
"07/21/17 23:30:17","23.562","13.895","","","","","","","","","","","","",""
"07/21/17 23:30:14","","","13.750","26.220","10.820","7.559","13.900","","","","","","","",""
"07/21/17 23:30:07","","","","","","","","29.312","15.015","10.850","10.960","28.890","","",""
"07/21/17 23:15:17","23.812","13.895","","","","","","","","","","","","",""
"07/21/17 23:15:14","","","13.750","26.219","10.820","7.559","13.900","","","","","","","",""
"07/21/17 23:15:07","","","","","","","","29.375","15.015","10.850","11.250","28.000","","",""
"07/21/17 23:00:17","24.000","13.896","","","","","","","","","","","","",""
"07/21/17 23:00:14","","","13.687","26.224","10.820","7.570","13.890","","","","","","","",""
"07/21/17 23:00:07","","","","","","","","29.500","15.017","10.850","11.380","27.660","","",""
"07/21/17 23:00:00","","","","","","","","","","","","","23.370","10.579","10.369"
"07/21/17 22:45:17","24.187","13.894","","","","","","","","","","","","",""
"07/21/17 22:45:14","","","13.687","26.224","10.850","7.589","13.900","","","","","","","",""
"07/21/17 22:45:07","","","","","","","","29.625","15.027","10.879","11.430","27.600","","",""
"07/21/17 22:30:17","24.437","13.894","","","","","","","","","","","","",""
"07/21/17 22:30:14","","","13.687","26.225","10.850","7.580","13.890","","","","","","","",""
"07/21/17 22:30:07","","","","","","","","29.687","15.015","10.850","11.540","27.580","","",""
"07/21/17 22:15:17","24.812","13.894","","","","","","","","","","","","",""
"07/21/17 22:15:14","","","13.687","26.221","10.850","7.580","13.880","","","","","","","",""
"07/21/17 22:15:07","","","","","","","","29.750","15.015","10.850","11.380","27.650","","",""
"07/21/17 22:00:17","25.062","13.895","","","","","","","","","","","","",""
"07/21/17 22:00:14","","","13.687","26.225","10.820","7.599","13.890","","","","","","","",""
"07/21/17 22:00:07","","","","","","","","29.812","15.019","10.820","11.520","27.710","","",""
"07/21/17 22:00:00","","","","","","","","","","","","","24.537","10.579","10.369"
"07/21/17 21:45:17","25.437","13.893","","","","","","","","","","","","",""
"07/21/17 21:45:14","","","13.687","26.225","10.850","7.599","13.890","","","","","","","",""
"07/21/17 21:45:07","","","","","","","","29.875","15.018","10.879","11.470","27.680","","",""
"07/21/17 21:30:17","25.875","13.893","","","","","","","","","","","","",""
"07/21/17 21:30:14","","","13.687","26.218","10.850","7.570","13.880","","","","","","","",""
"07/21/17 21:30:07","","","","","","","","29.937","15.015","10.850","11.420","27.690","","",""
"07/21/17 21:15:17","26.312","13.889","","","","","","","","","","","","",""
"07/21/17 21:15:14","","","13.687","26.220","10.850","7.570","13.900","","","","","","","",""
"07/21/17 21:15:07","","","","","","","","30.000","15.017","10.879","11.300","27.730","","",""
"07/21/17 21:00:17","26.812","13.888","","","","","","","","","","","","",""
"07/21/17 21:00:14","","","13.687","26.218","10.820","7.589","13.890","","","","","","","",""
"07/21/17 21:00:07","","","","","","","","30.125","15.013","10.850","11.300","27.750","","",""
"07/21/17 21:00:00","","","","","","","","","","","","","26.716","10.596","10.413"
"07/21/17 20:45:17","27.500","13.888","","","","","","","","","","","","",""
"07/21/17 20:45:14","","","13.750","26.221","10.879","7.620","13.890","","","","","","","",""
"07/21/17 20:45:07","","","","","","","","30.187","15.011","10.879","11.210","27.790","","",""
"07/21/17 20:30:17","28.187","13.886","","","","","","","","","","","","",""
"07/21/17 20:30:14","","","13.937","26.209","10.879","7.700","13.950","","","","","","","",""
"07/21/17 20:30:07","","","","","","","","30.312","15.004","10.850","11.130","28.040","","",""
"07/21/17 20:15:17","29.062","13.884","","","","","","","","","","","","",""
"07/21/17 20:15:14","","","13.687","26.205","10.879","7.589","13.890","","","","","","","",""
"07/21/17 20:15:07","","","","","","","","30.437","15.006","10.879","11.070","28.160","","",""
"07/21/17 20:00:17","30.000","13.880","","","","","","","","","","","","",""
"07/21/17 20:00:14","","","13.687","26.200","10.850","7.570","13.890","","","","","","","",""
"07/21/17 20:00:07","","","","","","","","30.500","15.003","10.850","11.070","28.390","","",""
"07/21/17 20:00:00","","","","","","","","","","","","","30.545","10.579","11.515"
"07/21/17 19:45:17","31.000","13.879","","","","","","","","","","","","",""
"07/21/17 19:45:14","","","13.687","26.208","10.850","7.599","13.890","","","","","","","",""
"07/21/17 19:45:07","","","","","","","","30.625","15.012","10.879","11.170","28.280","","",""
"07/21/17 19:30:17","32.125","13.877","","","","","","","","","","","","",""
"07/21/17 19:30:14","","","13.687","26.204","10.909","7.620","13.880","","","","","","","",""
"07/21/17 19:30:07","","","","","","","","30.750","15.014","10.909","11.110","28.190","","",""
"07/21/17 19:15:17","33.250","13.875","","","","","","","","","","","","",""
"07/21/17 19:15:14","","","13.687","26.199","10.999","7.629","13.880","","","","","","","",""
"07/21/17 19:15:07","","","","","","","","30.812","15.000","10.999","11.060","28.210","","",""
"07/21/17 19:00:17","33.750","13.873","","","","","","","","","","","","",""
"07/21/17 19:00:14","","","13.687","26.199","11.327","7.610","13.890","","","","","","","",""
"07/21/17 19:00:07","","","","","","","","31.000","14.997","11.416","11.140","28.440","","",""
"07/21/17 19:00:00","","","","","","","","","","","","","35.785","11.708","12.906"
"07/21/17 18:45:17","34.000","13.875","","","","","","","","","","","","",""
"07/21/17 18:45:14","","","13.687","26.199","11.207","7.580","13.880","","","","","","","",""
"07/21/17 18:45:07","","","","","","","","30.937","15.003","11.237","11.040","28.580","","",""
"07/21/17 18:30:17","34.062","13.873","","","","","","","","","","","","",""
"07/21/17 18:30:14","","","13.687","26.196","11.267","7.580","13.880","","","","","","","",""
"07/21/17 18:30:07","","","","","","","","30.812","14.994","11.267","11.020","28.170","","",""
"07/21/17 18:15:17","33.375","13.876","","","","","","","","","","","","",""
"07/21/17 18:15:14","","","13.687","26.201","11.297","7.559","13.880","","","","","","","",""
"07/21/17 18:15:07","","","","","","","","30.625","15.001","11.356","10.610","28.270","","",""
"07/21/17 18:00:17","32.875","13.875","","","","","","","","","","","","",""
"07/21/17 18:00:14","","","13.687","26.201","11.267","7.580","13.870","","","","","","","",""
"07/21/17 18:00:07","","","","","","","","30.500","15.004","11.356","10.350","29.560","","",""
"07/21/17 18:00:00","","","","","","","","","","","","","34.174","11.086","20.502"
"07/21/17 17:45:07","","","","","","","","30.437","15.008","11.356","10.420","29.850","","",""
"07/21/17 17:30:17","31.687","13.881","","","","","","","","","","","","",""
"07/21/17 17:30:14","","","13.687","26.206","11.356","7.589","13.880","","","","","","","",""
"07/21/17 17:30:07","","","","","","","","30.375","15.007","11.386","10.430","29.890","","",""
"07/21/17 17:15:17","30.812","13.881","","","","","","","","","","","","",""
"07/21/17 17:15:14","","","13.687","26.213","11.476","7.580","13.880","","","","","","","",""
"07/21/17 17:15:07","","","","","","","","30.312","15.005","11.446","10.600","29.870","","",""
"07/21/17 17:00:17","30.125","13.882","","","","","","","","","","","","",""
"07/21/17 17:00:14","","","13.687","26.204","11.297","7.580","13.880","","","","","","","",""
"07/21/17 17:00:07","","","","","","","","30.312","15.009","11.356","10.490","29.030","","",""
"07/21/17 17:00:00","","","","","","","","","","","","","32.630","11.323","12.626"
"07/21/17 16:45:17","30.812","13.881","","","","","","","","","","","","",""
"07/21/17 16:45:14","","","13.687","26.210","11.088","7.610","13.870","","","","","","","",""
"07/21/17 16:45:07","","","","","","","","30.312","15.010","11.088","10.500","29.310","","",""
"07/21/17 16:30:17","31.312","13.886","","","","","","","","","","","","",""
"07/21/17 16:30:14","","","13.687","26.210","11.267","7.610","13.870","","","","","","","",""
"07/21/17 16:30:07","","","","","","","","30.250","15.026","11.327","10.140","29.780","","",""
"07/21/17 16:15:17","31.062","13.892","","","","","","","","","","","","",""
"07/21/17 16:15:14","","","13.687","26.217","11.356","7.599","13.880","","","","","","","",""
"07/21/17 16:15:07","","","","","","","","30.062","15.033","11.386","10.310","29.760","","",""
"07/21/17 16:00:17","31.125","13.890","","","","","","","","","","","","",""
"07/21/17 16:00:14","","","13.750","26.217","11.327","7.610","13.890","","","","","","","",""
"07/21/17 16:00:07","","","","","","","","30.187","15.032","11.297","10.510","29.600","","",""
"07/21/17 16:00:00","","","","","","","","","","","","","33.992","11.209","12.399"
"07/21/17 15:45:17","32.187","13.887","","","","","","","","","","","","",""
