"Reading Date","FCR Barometric Pressure Temperature (degC)","FCR Barometric Pressure Pressure (PSI)","FCR DO Temperature (degC)","FCR DO Pressure (PSI)","FCR DO Power (V)","FCR DO Dissolved Oxygen (ppm)","FCR DO Temperature (degC)","FCR DO 1m Temperature (degC)","FCR DO 1m Pressure (PSI)","FCR DO 1m Power (V)","FCR DO 1m Dissolved Oxygen (ppm)","FCR DO 1m Temperature (degC)","Temperature Modem (degC)","Vbattery Modem (Volts)","Vcommon Modem (Volts)"
"11/20/17 00:00:17","2.125","13.882","","","","","","","","","","","","",""
"11/20/17 00:00:14","","","9.375","26.394","8.495","9.730","9.480","","","","","","","",""
"11/20/17 00:00:07","","","","","","","","9.500","15.170","8.525","9.219","9.190","","",""
"11/20/17 00:00:00","","","","","","","","","","","","","-2.499","8.155","7.647"
"11/19/17 23:45:17","2.375","13.881","","","","","","","","","","","","",""
"11/19/17 23:45:14","","","9.375","26.390","8.495","9.790","9.490","","","","","","","",""
"11/19/17 23:45:07","","","","","","","","9.562","15.172","8.554","9.169","9.179","","",""
"11/19/17 23:30:17","2.500","13.879","","","","","","","","","","","","",""
"11/19/17 23:30:14","","","9.375","26.395","8.525","9.830","9.520","","","","","","","",""
"11/19/17 23:30:07","","","","","","","","9.562","15.165","8.525","9.139","9.200","","",""
"11/19/17 23:15:17","2.562","13.876","","","","","","","","","","","","",""
"11/19/17 23:15:14","","","9.437","26.391","8.525","9.799","9.520","","","","","","","",""
"11/19/17 23:15:07","","","","","","","","9.562","15.158","8.525","9.160","9.219","","",""
"11/19/17 23:00:17","2.625","13.872","","","","","","","","","","","","",""
"11/19/17 23:00:14","","","9.437","26.386","8.525","9.780","9.530","","","","","","","",""
"11/19/17 23:00:07","","","","","","","","9.562","15.155","8.525","9.190","9.209","","",""
"11/19/17 23:00:00","","","","","","","","","","","","","-1.935","8.199","7.691"
"11/19/17 22:45:17","2.687","13.871","","","","","","","","","","","","",""
"11/19/17 22:45:14","","","9.437","26.379","8.525","9.770","9.540","","","","","","","",""
"11/19/17 22:45:07","","","","","","","","9.562","15.151","8.525","9.190","9.230","","",""
"11/19/17 22:30:17","2.812","13.871","","","","","","","","","","","","",""
"11/19/17 22:30:14","","","9.437","26.382","8.525","9.740","9.540","","","","","","","",""
"11/19/17 22:30:07","","","","","","","","9.562","15.159","8.554","9.179","9.219","","",""
"11/19/17 22:15:17","2.937","13.870","","","","","","","","","","","","",""
"11/19/17 22:15:14","","","9.437","26.383","8.554","9.660","9.549","","","","","","","",""
"11/19/17 22:15:07","","","","","","","","9.562","15.156","8.554","9.230","9.230","","",""
"11/19/17 22:00:17","3.125","13.867","","","","","","","","","","","","",""
"11/19/17 22:00:14","","","9.437","26.383","8.525","9.650","9.559","","","","","","","",""
"11/19/17 22:00:07","","","","","","","","9.562","15.156","8.525","9.259","9.230","","",""
"11/19/17 22:00:00","","","","","","","","","","","","","-1.347","8.164","7.656"
"11/19/17 21:45:17","3.250","13.864","","","","","","","","","","","","",""
"11/19/17 21:45:14","","","9.437","26.377","8.525","9.759","9.570","","","","","","","",""
"11/19/17 21:45:07","","","","","","","","9.625","15.142","8.525","9.290","9.240","","",""
"11/19/17 21:30:17","3.437","13.862","","","","","","","","","","","","",""
"11/19/17 21:30:14","","","9.437","26.378","8.554","9.690","9.570","","","","","","","",""
"11/19/17 21:30:07","","","","","","","","9.562","15.150","8.554","9.349","9.250","","",""
"11/19/17 21:15:17","3.500","13.860","","","","","","","","","","","","",""
"11/19/17 21:15:14","","","9.437","26.369","8.554","9.719","9.570","","","","","","","",""
"11/19/17 21:15:07","","","","","","","","9.562","15.144","8.554","9.339","9.230","","",""
"11/19/17 21:00:17","3.562","13.859","","","","","","","","","","","","",""
"11/19/17 21:00:14","","","9.500","26.369","8.525","9.660","9.570","","","","","","","",""
"11/19/17 21:00:07","","","","","","","","9.562","15.141","8.525","9.360","9.230","","",""
"11/19/17 21:00:00","","","","","","","","","","","","","-0.516","8.190","7.674"
"11/19/17 20:45:17","3.625","13.858","","","","","","","","","","","","",""
"11/19/17 20:45:14","","","9.500","26.364","8.554","9.830","9.570","","","","","","","",""
"11/19/17 20:45:07","","","","","","","","9.562","15.139","8.584","9.349","9.240","","",""
"11/19/17 20:30:17","3.625","13.853","","","","","","","","","","","","",""
"11/19/17 20:30:14","","","9.500","26.360","8.554","9.809","9.589","","","","","","","",""
"11/19/17 20:30:07","","","","","","","","9.562","15.140","8.584","9.360","9.280","","",""
"11/19/17 20:15:17","3.812","13.851","","","","","","","","","","","","",""
"11/19/17 20:15:14","","","9.437","26.365","8.584","9.580","9.589","","","","","","","",""
"11/19/17 20:15:07","","","","","","","","9.625","15.136","8.584","9.349","9.290","","",""
"11/19/17 20:00:17","3.875","13.850","","","","","","","","","","","","",""
"11/19/17 20:00:14","","","9.437","26.363","8.525","9.570","9.559","","","","","","","",""
"11/19/17 20:00:07","","","","","","","","9.625","15.138","8.554","9.370","9.290","","",""
"11/19/17 20:00:00","","","","","","","","","","","","","-0.138","8.216","7.709"
"11/19/17 19:45:17","4.062","13.846","","","","","","","","","","","","",""
"11/19/17 19:45:14","","","9.437","26.350","8.554","9.599","9.559","","","","","","","",""
"11/19/17 19:45:07","","","","","","","","9.687","15.131","8.614","9.360","9.290","","",""
"11/19/17 19:30:17","4.250","13.848","","","","","","","","","","","","",""
"11/19/17 19:30:14","","","9.437","26.356","8.584","9.589","9.559","","","","","","","",""
"11/19/17 19:30:07","","","","","","","","9.687","15.134","8.584","9.400","9.320","","",""
"11/19/17 19:15:17","4.375","13.851","","","","","","","","","","","","",""
"11/19/17 19:15:14","","","9.437","26.364","8.584","9.599","9.549","","","","","","","",""
"11/19/17 19:15:07","","","","","","","","9.687","15.137","8.584","9.379","9.339","","",""
"11/19/17 19:00:17","4.375","13.851","","","","","","","","","","","","",""
"11/19/17 19:00:14","","","9.437","26.362","8.525","9.570","9.570","","","","","","","",""
"11/19/17 19:00:07","","","","","","","","9.687","15.137","8.584","9.389","9.320","","",""
"11/19/17 19:00:00","","","","","","","","","","","","","0.665","8.199","7.691"
"11/19/17 18:45:17","4.437","13.848","","","","","","","","","","","","",""
"11/19/17 18:45:14","","","9.437","26.362","8.584","9.570","9.559","","","","","","","",""
"11/19/17 18:45:07","","","","","","","","9.687","15.129","8.584","9.410","9.349","","",""
"11/19/17 18:30:17","4.562","13.845","","","","","","","","","","","","",""
"11/19/17 18:30:14","","","9.437","26.348","8.584","9.599","9.559","","","","","","","",""
"11/19/17 18:30:07","","","","","","","","9.687","15.124","8.584","9.440","9.330","","",""
"11/19/17 18:15:17","4.875","13.844","","","","","","","","","","","","",""
"11/19/17 18:15:14","","","9.437","26.358","8.584","9.610","9.559","","","","","","","",""
