attributeName	code	definition
CollectionMethod	Schindler	Zooplankton Collection Method
CollectionMethod	Tow	Zooplankton Collection Method
LowestTaxonomicLevelOfID	Family	Family
LowestTaxonomicLevelOfID	Genus	Genus
LowestTaxonomicLevelOfID	Order	Order
LowestTaxonomicLevelOfID	Phylum	Phylum
LowestTaxonomicLevelOfID	Species	Species
LowestTaxonomicLevelOfID	Subclass	SubOrder
LowestTaxonomicLevelOfID	Suborder	Subclass
Nauplius	 	Nauplii Presence
Nauplius	nauplius	Nauplii Presence
ObjectiveMagnification	25x	Microscope Objective
ObjectiveMagnification	30x	Microscope Objective
ObjectiveMagnification	35x	Microscope Objective
ObjectiveMagnification	40x	Microscope Objective
ObjectiveMagnification	50x	Microscope Objective
ObjectiveMagnification	60x	Microscope Objective
ObjectiveMagnification	70x	Microscope Objective
ObjectiveMagnification	75x	Microscope Objective
OcularMagnification	10x	Ocular Lens Magnification
Reservoir	BVR	Beaverdam Reservoir
Reservoir	FCR	Falling Creek Reservoir
Subsample	A	A
Subsample	B	B
Subsample	C	C
Subsample	D	D
Subsample	E	E
Subsample	F	F
Subsample	G	G
Subsample	H	H
Subsample	I	I
Subsample	J	J
Subsample	K	K
TaxaID	A. fissa	A. fissa
TaxaID	A. saltans	A. saltans
TaxaID	Acanthocyclops	Acanthocyclops
TaxaID	Anuraeopsis	Anuraeopsis
TaxaID	Ascomorpha	Ascomorpha
TaxaID	Asplanchna	Asplanchna
TaxaID	B. deitersi	B. deitersi
TaxaID	B. havanaensis	B. havanaensis
TaxaID	B. longirostris	B. longirostris
TaxaID	Bosminidae	Bosminidae
TaxaID	Brachionidae	Brachionidae
TaxaID	Brachionus	Brachionus
TaxaID	C. dubia	C. dubia
TaxaID	C. mutabilis	C. mutabilis
TaxaID	C. natans	C. natans
TaxaID	C. rigaudi	C. rigaudi
TaxaID	C. scutifer	C. scutifer
TaxaID	C. sphaericus	C. sphaericus
TaxaID	C. unicornis	C. unicornis
TaxaID	Calanoida	Calanoida
TaxaID	Ceriodaphnia	Ceriodaphnia
TaxaID	Chydoridae	Chydoridae
TaxaID	Chydorus	Chydorus
TaxaID	Cladocera	Cladocera
TaxaID	Collotheca	Collotheca
TaxaID	Conochiloides	Conochiloides
TaxaID	Conochilus	Conochilus
TaxaID	Copepoda	Copepoda
TaxaID	Cyclopidae	Cyclopidae
TaxaID	Cyclopoida	Cyclopoida
TaxaID	D. bicuspidatus odessanus	D. bicuspidatus odessanus
TaxaID	D. birgei	D. birgei
TaxaID	D. brachyurum	D. brachyurum
TaxaID	D. catawba	D. catawba
TaxaID	D. magna	D. magna
TaxaID	D. parvula	D. parvula
TaxaID	D. thomasi	D. thomasi
TaxaID	Daphnia	Daphnia
TaxaID	Daphniidae	Daphniidae
TaxaID	Diaphanosoma	Diaphanosoma
TaxaID	Diaptomidae	Diaptomidae
TaxaID	E. affinis	E. affinis
TaxaID	E. alata	E. alata
TaxaID	E. coregoni	E. coregoni
TaxaID	E. lacustris	E. lacustris
TaxaID	E. longispina	E. longispina
TaxaID	E. nordenskioldi	E. nordenskioldi
TaxaID	E. parva	E. parva
TaxaID	Eubosmina	Eubosmina
TaxaID	Eurycercus	Eurycercus
TaxaID	Filinia	Filinia
TaxaID	G. hyptopus	G. hyptopus
TaxaID	G. stylifer	G. stylifer
TaxaID	Gastropidae	Gastropidae
TaxaID	Gastropus	Gastropus
TaxaID	H. gibberum	H. gibberum
TaxaID	H. mira	H. mira
TaxaID	Hexarthra	Hexarthra
TaxaID	K. bostoniensis	K. bostoniensis
TaxaID	K. earlinae	K. earlinae
TaxaID	Kellicottia	Kellicottia
TaxaID	Keratella	Keratella
TaxaID	L. luna	L. luna
TaxaID	L. mira	L. mira
TaxaID	L. patella	L. patella
TaxaID	Lecane	Lecane
TaxaID	Lepadella	Lepadella
TaxaID	M. closterocerca	M. closterocerca
TaxaID	M. edax	M. edax
TaxaID	M. quadridentata	M. quadridentata
TaxaID	M. rubellus	M. rubellus
TaxaID	Monostyla	Monostyla
TaxaID	P. lenticulare	P. lenticulare
TaxaID	P. sulcata	P. sulcata
TaxaID	Ploima	Ploima
TaxaID	Plomida	Plomida
TaxaID	Polyarthra	Polyarthra
TaxaID	Pompholyx	Pompholyx
TaxaID	Rotifera	Rotifera
TaxaID	S. crystallina	S. crystallina
TaxaID	S. kitina	S. kitina
TaxaID	S. vetulus	S. vetulus
TaxaID	Sididae	Sididae
TaxaID	Synchaeta	Synchaeta
TaxaID	T. monopus	T. monopus
TaxaID	T. tetractis	T. tetractis
TaxaID	Trichocerca	Trichocerca
TaxaID	Trichotria	Trichotria
