attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	"Three-letter code corresponding to sampled reservoir;  BVR = Beaverdam Reservoir, CCR = Carvins Cove Reservoir, CLY = Claytor Lake Reservoir, FCR = Falling Creek Reservoir, GWR = Gatewood Reservoir, SHR = Spring Hollow Reservoir, SML = Smith Mountain Lake Reservoir, SNP = Lake Sunapee"	categorical	NA		NA	value is missing
Site	Sampling site within each reservoir	numeric	dimensionless		NA	value is missing
DateTime	Date of sampling. Sampling times are set to 12:00pm EST if not recorded. See methods for more details.	Date	NA	YYYY-MM-DD hh:mm:ss	NA	value is missing
Depth_m	Water depth where the sample was collected 	numeric	meter		NA	value is missing
Rep	Field replicates collected at the same site, date, and depth	numeric	dimensionless		NA	value is missing
Chla_ugL	Chlorophyll a concentration	numeric	microgramsPerLiter		NA	value is missing
Pheo_ugL	Phaeophytin concentration	numeric	microgramsPerLiter		NA	value is missing
Flag_DateTime	"Data flag for sample collection time 0=Value acceptable. No flag, 1=Sampling time not recorded. Set to 12:00:00"	numeric	dimensionless		NA	value is missing
Flag_Chla_ugL	"Data flag for chlorophyll a; 0=Value acceptable. No flag, 1=Sample below detection, 2=Sample not taken, 3=Duplicate check failed, 4=Pigment in extract below detection (<34 ug/L), 5=Duplicate values were averaged, 6 = The ratio of the concentration before acid addition to the concentration after acid addition was greater than 1.72, 7 = The turbidity in the sample (absorbance at 750 nm) was greater than 0.005"	categorical	dimensionless		NA	value is missing
Flag_Pheo_ugL	"Data flag for phaeophytin;  0=Value acceptable. No flag, 1=Sample below detection, 2=Sample not taken, 3=Duplicate check failed, 4=Pigment in extract below detection (<34 ug/L), 45=Pigment in extract below detection (<34 ug/L) and duplicate values were averaged, 6 = The ratio of the concentration before acid addition to the concentration after acid addition was greater than 1.72, 7 = The turbidity in the sample (absorbance at 750 nm) was greater than 0.005"	categorical	dimensionless		NA	value is missing
