attributeName	code	definition
Flag_All	0	No flag
Flag_All	1	Value removed due to maintenance and set to NA
Flag_Chla_RFU	0	No flag
Flag_Chla_RFU	1	Value removed due to maintenance and set to NA
Flag_Chla_RFU	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_Chla_RFU	3	Negative value set to 0
Flag_Chla_RFU	4	Value removed due to fouling and set to NA
Flag_Chla_RFU	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_Chla_RFU	7	Missing data
Flag_Chla_ugL	0	No flag
Flag_Chla_ugL	1	Value removed due to maintenance and set to NA
Flag_Chla_ugL	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_Chla_ugL	4	Value removed due to fouling and set to NA
Flag_Chla_ugL	7	Missing data
Flag_Cond	0	No flag
Flag_Cond	1	Value removed due to maintenance and set to NA
Flag_Cond	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_Cond	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_Cond	7	Missing data
Flag_DO_1_obs	0	No flag
Flag_DO_1_obs	1	Value removed due to maintenance and set to NA
Flag_DO_1_obs	3	Negative value set to 0
Flag_DO_1_obs	7	Missing data
Flag_DO_1_sat	0	No flag
Flag_DO_1_sat	1	Value removed due to maintenance and set to NA
Flag_DO_1_sat	3	Negative value set to 0
Flag_DO_1_sat	7	Missing data
Flag_DO_5_obs	0	No flag
Flag_DO_5_obs	1	Value removed due to maintenance and set to NA
Flag_DO_5_obs	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_DO_5_obs	3	Negative value set to 0
Flag_DO_5_obs	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_DO_5_obs	6	Very questionable value due to potential fouling. Values adjusted using a linear or square root function to match high-resolution CTD profiles are given in RDO_mgL_5 and RDO_sat_percent_9
Flag_DO_5_obs	7	Missing data
Flag_DO_5_sat	0	No flag
Flag_DO_5_sat	1	Value removed due to maintenance and set to NA
Flag_DO_5_sat	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_DO_5_sat	3	Negative value set to 0
Flag_DO_5_sat	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_DO_5_sat	6	Very questionable value due to potential fouling. Values adjusted using a linear or square root function to match high-resolution CTD profiles are given in RDO_mgL_5 and RDO_sat_percent_9
Flag_DO_5_sat	7	Missing data
Flag_DO_5_temp	0	No flag
Flag_DO_5_temp	1	Value removed due to maintenance and set to NA
Flag_DO_9_obs	0	No flag
Flag_DO_9_obs	1	Value removed due to maintenance and set to NA
Flag_DO_9_obs	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_DO_9_obs	3	Negative value set to 0
Flag_DO_9_obs	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_DO_9_obs	6	Very questionable value due to potential fouling. Values adjusted using a linear or square root function to match high-resolution CTD profiles are given in RDO_mgL_5 and RDO_sat_percent_9
Flag_DO_9_obs	7	Missing data
Flag_DO_9_sat	0	No flag
Flag_DO_9_sat	1	Value removed due to maintenance and set to NA
Flag_DO_9_sat	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_DO_9_sat	3	Negative value set to 0
Flag_DO_9_sat	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_DO_9_sat	6	Very questionable value due to potential fouling. Values adjusted using a linear or square root function to match high-resolution CTD profiles are given in RDO_mgL_5 and RDO_sat_percent_9
Flag_DO_9_sat	7	Missing data
Flag_DO_9_temp	0	No flag
Flag_DO_9_temp	1	Value removed due to maintenance and set to NA
Flag_DO_9_temp	7	Missing data
Flag_EXOTemp	0	No flag
Flag_EXOTemp	1	Value removed due to maintenance and set to NA
Flag_EXOTemp	7	Missing data
Flag_fDOM_QSU	0	No flag
Flag_fDOM_QSU	1	Value removed due to maintenance and set to NA
Flag_fDOM_QSU	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_fDOM_QSU	7	Missing data
Flag_fDOM_RFU	0	No flag
Flag_fDOM_RFU	1	Value removed due to maintenance and set to NA
Flag_fDOM_RFU	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_fDOM_RFU	7	Missing data
Flag_LvlPres	0	No flag
Flag_LvlPres	1	Value removed due to maintenance and set to NA
Flag_LvlPres	7	Missing data
Flag_Phyco_RFU	0	No flag
Flag_Phyco_RFU	1	Value removed due to maintenance and set to NA
Flag_Phyco_RFU	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_Phyco_RFU	3	Negative value set to 0
Flag_Phyco_RFU	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_Phyco_RFU	7	Missing data
Flag_Phyco_ugL	0	No flag
Flag_Phyco_ugL	1	Value removed due to maintenance and set to NA
Flag_Phyco_ugL	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_Phyco_ugL	3	Negative value set to 0
Flag_Phyco_ugL	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_Phyco_ugL	7	Missing data
Flag_SpCond	0	No flag
Flag_SpCond	1	Value removed due to maintenance and set to NA
Flag_SpCond	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_SpCond	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_SpCond	7	Missing data
Flag_TDS	0	No flag
Flag_TDS	1	Value removed due to maintenance and set to NA
Flag_TDS	2	Outlier value removed and set to NA, see Methods section for more detail on QAQC process
Flag_TDS	5	Questionable value due to potential fouling or greater than 4 standard deviations above the mean
Flag_TDS	7	Missing data
Flag_Temp_1	0	No flag
Flag_Temp_1	1	Value removed due to maintenance and set to NA
Flag_Temp_1	7	Missing data
Flag_Temp_1	8	Values corrected with a constant offset due to thermistor malfunction
Flag_Temp_2	0	No flag
Flag_Temp_2	1	Value removed due to maintenance and set to NA
Flag_Temp_2	7	Missing data
Flag_Temp_3	0	No flag
Flag_Temp_3	1	Value removed due to maintenance and set to NA
Flag_Temp_3	7	Missing data
Flag_Temp_4	0	No flag
Flag_Temp_4	1	Value removed due to maintenance and set to NA
Flag_Temp_4	7	Missing data
Flag_Temp_4	8	Values corrected with a constant offset due to thermistor malfunction
Flag_Temp_5	0	No flag
Flag_Temp_5	1	Value removed due to maintenance and set to NA
Flag_Temp_5	7	Missing data
Flag_Temp_6	0	No flag
Flag_Temp_6	1	Value removed due to maintenance and set to NA
Flag_Temp_6	7	Missing data
Flag_Temp_7	0	No flag
Flag_Temp_7	1	Value removed due to maintenance and set to NA
Flag_Temp_7	7	Missing data
Flag_Temp_8	0	No flag
Flag_Temp_8	1	Value removed due to maintenance and set to NA
Flag_Temp_8	7	Missing data
Flag_Temp_9	0	No flag
Flag_Temp_9	1	Value removed due to maintenance and set to NA
Flag_Temp_9	7	Missing data
Flag_Temp_Surf	0	No flag
Flag_Temp_Surf	1	Value removed due to maintenance and set to NA
Flag_Temp_Surf	7	Missing data
