attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir; FCR = Falling Creek Reservoir; BVR = Beaverdam Reservoir	character			NA	value is missing
Site	"50 = Deep hole or site nearest to dam in each reservoir, 45 = Upstream pelagic site nearest to the deep hole in each reservoir, 40 =Upstream outflow pipe at Beaverdam Reservoir (37.314783,-79.820864), 30 = Upstream pelagic site in transitional zone of the reservoir, 20 = Different upstream pelagic site in transitional zone of the reservoir, 99 = Farthest downstream site on inflow stream to Falling Creek Reservoir (37.307613,-79.8360878); 100 = Inflow stream to Falling Creek Reservoir (37.30858,-79.83494) or Beaverdam Reservoir (37.31957,-79.82437); 101 = upstream site along inflow to Falling Creek Reservoir (37.309653,-79.830467); 102 = Furthest upstream site on inflow stream to Falling Creek Reservoir (37.311678,-79.827357); 200 = Secondary inflow (wetland) stream to Falling Creek Reservoir (37.30943,-79.83619) or right arm inflow to Beaverdam Reservoir (37.322851,-79.81721); 1 = Outflow site at spillway of Falling Creek Reservoir (37.30247,-79.83692), 1.1 = Outflow drain below Beaverdam Reservoir (right most, from below dam) and Falling Creek Reservoir dams, 1.2 = Middle outflow below Beaverdam Reservoir, 1.3 = Left-most (from below dam) outflow drain below Beaverdam Reservoir, 1.4 = Pool at bottom of left-most (from below dam) outflow drain below Beaverdam Reservoir"	numeric	dimensionless		NA	value is missing
DateTime	"Date and time of sampling. All data were collected in the eastern time zone of the U.S.A., with daylight savings time observed"	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
Depth_m	Water depth where the sample was collected	numeric	meter		NA	value is missing
Rep	"Field replicates collected at the same site, date, and depth"	numeric	dimensionless		NA	value is missing
ch4_umolL	Dissolved methane concentration	numeric	micromolePerLiter		NA	value is missing
co2_umolL	Dissolved carbon dioxide concentration	numeric	micromolePerLiter		NA	value is missing
flag_DateTime	Flag value for DateTime; 0 = Time recorded; 1 = Time not recorded and set to 12:00	numeric	dimensionless		NA	value is missing
flag_ch4	Flag value for methane concentration; 0 = the samples and replicates are good; 1 = Sample was either not collected or was not retained due to issues with the GC; 2 = Sample was below the method detection limit; 3 = Sample value was negative and changed to zero; 4 = The difference between the reps are above the limit of quantification and >30% and <50% different from each other. Both replicates were retained but flagged; 5 = The difference between the reps are above the limit of quantification and >50% different from each other. Both replicates were retained but flagged.	numeric	dimensionless		NA	value is missing
flag_co2	Flag value for carbon dioxide concentration; 0 = the samples and replicates are good; 1 = Sample was either not collected or was not retained due to issues with the GC; 2 = Sample was below the method detection limit; 3 = Sample value was negative and changed to zero; 4 = The difference between the reps are above the limit of quantification and >30% and <50% different from each other. Both replicates were retained but flagged; 5 = The difference between the reps are above the limit of quantification and >50% different from each other. Both replicates were retained but flagged.	numeric	dimensionless		NA	value is missing
